_mm256_add_pd,VADDPD
_mm512_min_epi32,VPMINSD
_mm512_mask_min_epu32,VPMINUD
_mm512_min_epu32,VPMINUD
_mm512_mask_mullo_epi32,VPMULLD
_mm512_mullo_epi32,VPMULLD
_mm512_mask_or_epi32,VPORD
_mm512_or_epi32,VPORD
_mm512_or_si512,VPORD
_mm512_mask_or_epi64,VPORQ
_mm512_or_epi64,VPORQ
_mm512_mask_shuffle_epi32,VPSHUFD
_mm512_shuffle_epi32,VPSHUFD
_mm512_mask_slli_epi32,VPSLLD
_mm512_slli_epi32,VPSLLD
_mm512_mask_sllv_epi32,VPSLLVD
_mm512_sllv_epi32,VPSLLVD
_mm512_mask_srai_epi32,VPSRAD
_mm512_srai_epi32,VPSRAD
_mm512_mask_srav_epi32,VPSRAVD
_mm512_srav_epi32,VPSRAVD
_mm512_mask_srli_epi32,VPSRLD
_mm512_srli_epi32,VPSRLD
_mm512_mask_srlv_epi32,VPSRLVD
_mm512_srlv_epi32,VPSRLVD
_mm512_mask_sub_epi32,VPSUBD
_mm512_sub_epi32,VPSUBD
_mm512_mask_test_epi32_mask,VPTESTMD
_mm512_test_epi32_mask,VPTESTMD
_mm512_mask_xor_epi32,VPXORD
_mm512_xor_epi32,VPXORD
_mm512_xor_si512,VPXORD
_mm512_mask_xor_epi64,VPXORQ
_mm512_xor_epi64,VPXORQ
_mm512_mask_sub_pd,VSUBPD
_mm512_sub_pd,VSUBPD
_mm512_mask_sub_ps,VSUBPS
_mm512_sub_ps,VSUBPS
_mm512_mask_and_epi32,VPANDD
_mm512_cvtpslo_pd,VCVTPS2PD
_mm512_mask_cvtpslo_pd,VCVTPS2PD
_mm512_cvtepi32lo_pd,VCVTDQ2PD
_mm512_mask_cvtepi32lo_pd,VCVTDQ2PD
_mm512_cvtepu32lo_pd,VCVTUDQ2PD
_mm512_mask_cvtepu32lo_pd,VCVTUDQ2PD
_mm512_cvtpd_pslo,VCVTPD2PS
_mm512_mask_cvtpd_pslo,VCVTPD2PS
_mm512_abs_ps,VPANDD
_mm512_mask_abs_ps,VPANDD
_mm512_abs_pd,VPANDQ
_mm512_mask_abs_pd,VPANDQ
_mm512_madd52lo_epu64,VPMADD52LUQ
_mm512_mask_madd52lo_epu64,VPMADD52LUQ
_mm512_maskz_madd52lo_epu64,VPMADD52LUQ
_mm256_madd52lo_epu64,VPMADD52LUQ
_mm256_mask_madd52lo_epu64,VPMADD52LUQ
_mm256_maskz_madd52lo_epu64,VPMADD52LUQ
_mm_madd52lo_epu64,VPMADD52LUQ
_mm_mask_madd52lo_epu64,VPMADD52LUQ
_mm_maskz_madd52lo_epu64,VPMADD52LUQ
_mm512_madd52hi_epu64,VPMADD52HUQ
_mm512_mask_madd52hi_epu64,VPMADD52HUQ
_mm512_maskz_madd52hi_epu64,VPMADD52HUQ
_mm256_madd52hi_epu64,VPMADD52HUQ
_mm256_mask_madd52hi_epu64,VPMADD52HUQ
_mm256_maskz_madd52hi_epu64,VPMADD52HUQ
_mm_madd52hi_epu64,VPMADD52HUQ
_mm_mask_madd52hi_epu64,VPMADD52HUQ
_mm_maskz_madd52hi_epu64,VPMADD52HUQ
_mm512_mask_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm512_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm256_mask_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm256_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm_mask_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm_bitshuffle_epi64_mask,VPSHUFBITQMB
_mm512_multishift_epi64_epi8,VPMULTISHIFTQB
_mm512_mask_multishift_epi64_epi8,VPMULTISHIFTQB
_mm512_maskz_multishift_epi64_epi8,VPMULTISHIFTQB
_mm256_multishift_epi64_epi8,VPMULTISHIFTQB
_mm256_mask_multishift_epi64_epi8,VPMULTISHIFTQB
_mm256_maskz_multishift_epi64_epi8,VPMULTISHIFTQB
_mm_multishift_epi64_epi8,VPMULTISHIFTQB
_mm_mask_multishift_epi64_epi8,VPMULTISHIFTQB
_mm_maskz_multishift_epi64_epi8,VPMULTISHIFTQB
_mm512_permutexvar_epi8,VPERMB
_mm512_mask_permutexvar_epi8,VPERMB
_mm512_maskz_permutexvar_epi8,VPERMB
_mm256_permutexvar_epi8,VPERMB
_mm256_mask_permutexvar_epi8,VPERMB
_mm256_maskz_permutexvar_epi8,VPERMB
_mm_permutexvar_epi8,VPERMB
_mm_mask_permutexvar_epi8,VPERMB
_mm_maskz_permutexvar_epi8,VPERMB
_mm512_permutex2var_epi8,VPERMI2B
_mm512_mask_permutex2var_epi8,VPERMT2B
_mm512_mask2_permutex2var_epi8,VPERMI2B
_mm512_maskz_permutex2var_epi8,VPERMI2B
_mm256_permutex2var_epi8,VPERMI2B
_mm256_mask_permutex2var_epi8,VPERMT2B
_mm256_mask2_permutex2var_epi8,VPERMI2B
_mm256_maskz_permutex2var_epi8,VPERMI2B
_mm_permutex2var_epi8,VPERMI2B
_mm_mask_permutex2var_epi8,VPERMT2B
_mm_mask2_permutex2var_epi8,VPERMI2B
_mm_maskz_permutex2var_epi8,VPERMI2B
_mm512_maskz_shrdv_epi64,VPSHRDVQ
_mm512_mask_shrdv_epi64,VPSHRDVQ
_mm512_shrdv_epi64,VPSHRDVQ
_mm256_maskz_shrdv_epi64,VPSHRDVQ
_mm256_mask_shrdv_epi64,VPSHRDVQ
_mm256_shrdv_epi64,VPSHRDVQ
_mm_maskz_shrdv_epi64,VPSHRDVQ
_mm_mask_shrdv_epi64,VPSHRDVQ
_mm_shrdv_epi64,VPSHRDVQ
_mm512_maskz_shrdv_epi32,VPSHRDVD
_mm512_mask_shrdv_epi32,VPSHRDVD
_mm512_shrdv_epi32,VPSHRDVD
_mm256_maskz_shrdv_epi32,VPSHRDVD
_mm256_mask_shrdv_epi32,VPSHRDVD
_mm256_shrdv_epi32,VPSHRDVD
_mm_maskz_shrdv_epi32,VPSHRDVD
_mm_mask_shrdv_epi32,VPSHRDVD
_mm_shrdv_epi32,VPSHRDVD
_mm512_maskz_shrdv_epi16,VPSHRDVW
_mm512_mask_shrdv_epi16,VPSHRDVW
_mm512_shrdv_epi16,VPSHRDVW
_mm256_maskz_shrdv_epi16,VPSHRDVW
_mm256_mask_shrdv_epi16,VPSHRDVW
_mm256_shrdv_epi16,VPSHRDVW
_mm_maskz_shrdv_epi16,VPSHRDVW
_mm_mask_shrdv_epi16,VPSHRDVW
_mm_shrdv_epi16,VPSHRDVW
_mm512_maskz_shrdi_epi64,VPSHRDQ
_mm512_mask_shrdi_epi64,VPSHRDQ
_mm512_shrdi_epi64,VPSHRDQ
_mm256_maskz_shrdi_epi64,VPSHRDQ
_mm256_mask_shrdi_epi64,VPSHRDQ
_mm256_shrdi_epi64,VPSHRDQ
_mm_maskz_shrdi_epi64,VPSHRDQ
_mm_mask_shrdi_epi64,VPSHRDQ
_mm_shrdi_epi64,VPSHRDQ
_mm512_maskz_shrdi_epi32,VPSHRDD
_mm512_mask_shrdi_epi32,VPSHRDD
_mm512_shrdi_epi32,VPSHRDD
_mm256_maskz_shrdi_epi32,VPSHRDD
_mm256_mask_shrdi_epi32,VPSHRDD
_mm256_shrdi_epi32,VPSHRDD
_mm_maskz_shrdi_epi32,VPSHRDD
_mm_mask_shrdi_epi32,VPSHRDD
_mm_shrdi_epi32,VPSHRDD
_mm512_maskz_shrdi_epi16,VPSHRDW
_mm512_mask_shrdi_epi16,VPSHRDW
_mm512_shrdi_epi16,VPSHRDW
_mm256_maskz_shrdi_epi16,VPSHRDW
_mm256_mask_shrdi_epi16,VPSHRDW
_mm256_shrdi_epi16,VPSHRDW
_mm_maskz_shrdi_epi16,VPSHRDW
_mm_mask_shrdi_epi16,VPSHRDW
_mm_shrdi_epi16,VPSHRDW
_mm512_maskz_shldv_epi64,VPSHLDVQ
_mm512_mask_shldv_epi64,VPSHLDVQ
_mm512_shldv_epi64,VPSHLDVQ
_mm256_maskz_shldv_epi64,VPSHLDVQ
_mm256_mask_shldv_epi64,VPSHLDVQ
_mm256_shldv_epi64,VPSHLDVQ
_mm_maskz_shldv_epi64,VPSHLDVQ
_mm_mask_shldv_epi64,VPSHLDVQ
_mm_shldv_epi64,VPSHLDVQ
_mm512_maskz_shldv_epi32,VPSHLDVD
_mm512_mask_shldv_epi32,VPSHLDVD
_mm512_shldv_epi32,VPSHLDVD
_mm256_maskz_shldv_epi32,VPSHLDVD
_mm256_mask_shldv_epi32,VPSHLDVD
_mm256_shldv_epi32,VPSHLDVD
_mm_maskz_shldv_epi32,VPSHLDVD
_mm_mask_shldv_epi32,VPSHLDVD
_mm_shldv_epi32,VPSHLDVD
_mm512_maskz_shldv_epi16,VPSHLDVW
_mm512_mask_shldv_epi16,VPSHLDVW
_mm512_shldv_epi16,VPSHLDVW
_mm256_maskz_shldv_epi16,VPSHLDVW
_mm256_mask_shldv_epi16,VPSHLDVW
_mm256_shldv_epi16,VPSHLDVW
_mm_maskz_shldv_epi16,VPSHLDVW
_mm_mask_shldv_epi16,VPSHLDVW
_mm_shldv_epi16,VPSHLDVW
_mm512_maskz_shldi_epi64,VPSHLDQ
_mm512_mask_shldi_epi64,VPSHLDQ
_mm512_shldi_epi64,VPSHLDQ
_mm256_maskz_shldi_epi64,VPSHLDQ
_mm256_mask_shldi_epi64,VPSHLDQ
_mm256_shldi_epi64,VPSHLDQ
_mm_maskz_shldi_epi64,VPSHLDQ
_mm_mask_shldi_epi64,VPSHLDQ
_mm_shldi_epi64,VPSHLDQ
_mm512_maskz_shldi_epi32,VPSHLDD
_mm512_mask_shldi_epi32,VPSHLDD
_mm512_shldi_epi32,VPSHLDD
_mm256_maskz_shldi_epi32,VPSHLDD
_mm256_mask_shldi_epi32,VPSHLDD
_mm256_shldi_epi32,VPSHLDD
_mm_maskz_shldi_epi32,VPSHLDD
_mm_mask_shldi_epi32,VPSHLDD
_mm_shldi_epi32,VPSHLDD
_mm512_maskz_shldi_epi16,VPSHLDW
_mm512_mask_shldi_epi16,VPSHLDW
_mm512_shldi_epi16,VPSHLDW
_mm256_maskz_shldi_epi16,VPSHLDW
_mm256_mask_shldi_epi16,VPSHLDW
_mm256_shldi_epi16,VPSHLDW
_mm_maskz_shldi_epi16,VPSHLDW
_mm_mask_shldi_epi16,VPSHLDW
_mm_shldi_epi16,VPSHLDW
_mm512_maskz_expand_epi16,VPEXPANDW
_mm512_mask_expand_epi16,VPEXPANDW
_mm256_maskz_expand_epi16,VPEXPANDW
_mm256_mask_expand_epi16,VPEXPANDW
_mm_maskz_expand_epi16,VPEXPANDW
_mm_mask_expand_epi16,VPEXPANDW
_mm512_maskz_expand_epi8,VPEXPANDB
_mm512_mask_expand_epi8,VPEXPANDB
_mm256_maskz_expand_epi8,VPEXPANDB
_mm256_mask_expand_epi8,VPEXPANDB
_mm_maskz_expand_epi8,VPEXPANDB
_mm_mask_expand_epi8,VPEXPANDB
_mm512_maskz_compress_epi16,VPCOMPRESSW
_mm512_mask_compress_epi16,VPCOMPRESSW
_mm256_maskz_compress_epi16,VPCOMPRESSW
_mm256_mask_compress_epi16,VPCOMPRESSW
_mm_maskz_compress_epi16,VPCOMPRESSW
_mm_mask_compress_epi16,VPCOMPRESSW
_mm512_maskz_compress_epi8,VPCOMPRESSB
_mm512_mask_compress_epi8,VPCOMPRESSB
_mm256_maskz_compress_epi8,VPCOMPRESSB
_mm256_mask_compress_epi8,VPCOMPRESSB
_mm_maskz_compress_epi8,VPCOMPRESSB
_mm_mask_compress_epi8,VPCOMPRESSB
_mm512_maskz_dpwssds_epi32,VPDPWSSDS
_mm512_mask_dpwssds_epi32,VPDPWSSDS
_mm512_dpwssds_epi32,VPDPWSSDS
_mm256_maskz_dpwssds_epi32,VPDPWSSDS
_mm256_mask_dpwssds_epi32,VPDPWSSDS
_mm256_dpwssds_epi32,VPDPWSSDS
_mm_maskz_dpwssds_epi32,VPDPWSSDS
_mm_mask_dpwssds_epi32,VPDPWSSDS
_mm_dpwssds_epi32,VPDPWSSDS
_mm512_maskz_dpwssd_epi32,VPDPWSSD
_mm512_mask_dpwssd_epi32,VPDPWSSD
_mm512_dpwssd_epi32,VPDPWSSD
_mm256_maskz_dpwssd_epi32,VPDPWSSD
_mm256_mask_dpwssd_epi32,VPDPWSSD
_mm256_dpwssd_epi32,VPDPWSSD
_mm_maskz_dpwssd_epi32,VPDPWSSD
_mm_mask_dpwssd_epi32,VPDPWSSD
_mm_dpwssd_epi32,VPDPWSSD
_mm512_maskz_dpbusds_epi32,VPDPBUSDS
_mm512_mask_dpbusds_epi32,VPDPBUSDS
_mm512_dpbusds_epi32,VPDPBUSDS
_mm256_maskz_dpbusds_epi32,VPDPBUSDS
_mm256_mask_dpbusds_epi32,VPDPBUSDS
_mm256_dpbusds_epi32,VPDPBUSDS
_mm_maskz_dpbusds_epi32,VPDPBUSDS
_mm_mask_dpbusds_epi32,VPDPBUSDS
_mm_dpbusds_epi32,VPDPBUSDS
_mm512_maskz_dpbusd_epi32,VPDPBUSD
_mm512_mask_dpbusd_epi32,VPDPBUSD
_mm512_dpbusd_epi32,VPDPBUSD
_mm256_maskz_dpbusd_epi32,VPDPBUSD
_mm256_mask_dpbusd_epi32,VPDPBUSD
_mm256_dpbusd_epi32,VPDPBUSD
_mm_maskz_dpbusd_epi32,VPDPBUSD
_mm_mask_dpbusd_epi32,VPDPBUSD
_mm_dpbusd_epi32,VPDPBUSD
_bextr_u32,BEXTR
_bextr2_u32,BEXTR
_bextr_u64,BEXTR
_bextr2_u64,BEXTR
_blsi_u32,BLSI
_blsi_u64,BLSI
_blsmsk_u32,BLSMSK
_blsmsk_u64,BLSMSK
_blsr_u32,BLSR
_blsr_u64,BLSR
_andn_u32,ANDN
_andn_u64,ANDN
_tzcnt_u32,TZCNT
_tzcnt_u64,TZCNT
_mm_tzcnt_32,TZCNT
_mm_tzcnt_64,TZCNT
_bzhi_u32,BZHI
_bzhi_u64,BZHI
_pdep_u32,PDEP
_pdep_u64,PDEP
_pext_u32,PEXT
_pext_u64,PEXT
_mm_fmadd_pd,VFMADD132PD
_mm256_fmadd_pd,VFMADD132PD
_mm_fmadd_ps,VFMADD132PS
_mm256_fmadd_ps,VFMADD132PS
_mm_fmadd_sd,VFMADD132SD
_mm_fmadd_ss,VFMADD132SS
_mm_fmaddsub_pd,VFMADDSUB132PD
_mm256_fmaddsub_pd,VFMADDSUB132PD
_mm_fmaddsub_ps,VFMADDSUB132PS
_mm256_fmaddsub_ps,VFMADDSUB132PS
_mm_fmsub_pd,VFMSUB132PD
_mm256_fmsub_pd,VFMSUB132PD
_mm_fmsub_ps,VFMSUB132PS
_mm256_fmsub_ps,VFMSUB132PS
_mm_fmsub_sd,VFMSUB132SD
_mm_fmsub_ss,VFMSUB132SS
_mm_fmsubadd_pd,VFMSUBADD132PD
_mm256_fmsubadd_pd,VFMSUBADD132PD
_mm_fmsubadd_ps,VFMSUBADD132PS
_mm256_fmsubadd_ps,VFMSUBADD132PS
_mm_fnmadd_pd,VFNMADD132PD
_mm256_fnmadd_pd,VFNMADD132PD
_mm_fnmadd_ps,VFNMADD132PS
_mm256_fnmadd_ps,VFNMADD132PS
_mm_fnmadd_sd,VFNMADD132SD
_mm_fnmadd_ss,VFNMADD132SS
_mm_fnmsub_pd,VFNMSUB132PD
_mm256_fnmsub_pd,VFNMSUB132PD
_mm_fnmsub_ps,VFNMSUB132PS
_mm256_fnmsub_ps,VFNMSUB132PS
_mm_fnmsub_sd,VFNMSUB132SD
_mm_fnmsub_ss,VFNMSUB132SS
_mm512_maskz_gf2p8mul_epi8,VGF2P8MULB
_mm512_mask_gf2p8mul_epi8,VGF2P8MULB
_mm512_gf2p8mul_epi8,VGF2P8MULB
_mm256_maskz_gf2p8mul_epi8,VGF2P8MULB
_mm256_mask_gf2p8mul_epi8,VGF2P8MULB
_mm256_gf2p8mul_epi8,VGF2P8MULB
_mm_maskz_gf2p8mul_epi8,VGF2P8MULB
_mm_mask_gf2p8mul_epi8,VGF2P8MULB
_mm_gf2p8mul_epi8,VGF2P8MULB
_mm512_maskz_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm512_mask_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm512_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm256_maskz_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm256_mask_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm256_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm_maskz_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm_mask_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_mm_gf2p8affine_epi64_epi8,VGF2P8AFFINEQB
_bswap,BSWAP
_bswap64,BSWAP
_lrotl,ROL
_lrotr,ROR
_rotl,ROL
_rotr,ROR
_rotwl,ROL
_rotwr,ROR
_rotl64,ROL
_rotr64,ROR
_mm_clmulepi64_si128,PCLMULQDQ
_mm_max_pi16,PMAXSW
_m_pmaxsw,PMAXSW
_mm_max_pu8,PMAXUB
_m_pmaxub,PMAXUB
_mm_min_pi16,PMINSW
_m_pminsw,PMINSW
_mm_min_pu8,PMINUB
_m_pminub,PMINUB
_mm_mulhi_pu16,PMULHUW
_m_pmulhuw,PMULHUW
_mm_avg_pu8,PAVGB
_m_pavgb,PAVGB
_mm_avg_pu16,PAVGW
_m_pavgw,PAVGW
_mm_sad_pu8,PSADBW
_m_psadbw,PSADBW
_mm_cvtsi32_ss,CVTSI2SS
_mm_cvt_si2ss,CVTSI2SS
_mm_cvtsi64_ss,CVTSI2SS
_mm_cvtpi32_ps,CVTPI2PS
_mm_cvt_pi2ps,CVTPI2PS
_mm_extract_pi16,PEXTRW
_m_pextrw,PEXTRW
_mm_insert_pi16,PINSRW
_m_pinsrw,PINSRW
_mm_movemask_pi8,PMOVMSKB
_m_pmovmskb,PMOVMSKB
_mm_shuffle_pi16,PSHUFW
_m_pshufw,PSHUFW
_mm_add_ss,ADDSS
_mm_add_ps,ADDPS
_mm_sub_ss,SUBSS
_mm_sub_ps,SUBPS
_mm_mul_ss,MULSS
_mm_mul_ps,MULPS
_mm_div_ss,DIVSS
_mm_div_ps,DIVPS
_mm_min_ss,MINSS
_mm_min_ps,MINPS
_mm_max_ss,MAXSS
_mm_max_ps,MAXPS
_mm_and_ps,ANDPS
_mm_andnot_ps,ANDNPS
_mm_or_ps,ORPS
_mm_xor_ps,XORPS
_mm_cmpeq_ss,CMPSS
_mm_cmpeq_ps,CMPPS
_mm_cmplt_ss,CMPSS
_mm_cmplt_ps,CMPPS
_mm_cmple_ss,CMPSS
_mm_cmple_ps,CMPPS
_mm_cmpgt_ss,CMPSS
_mm_cmpgt_ps,CMPPS
_mm_cmpge_ss,CMPSS
_mm_cmpge_ps,CMPPS
_mm_cmpneq_ss,CMPSS
_mm_cmpneq_ps,CMPPS
_mm_cmpnlt_ss,CMPSS
_mm_cmpnlt_ps,CMPPS
_mm_cmpnle_ss,CMPSS
_mm_cmpnle_ps,CMPPS
_mm_cmpngt_ss,CMPSS
_mm_cmpngt_ps,CMPPS
_mm_cmpnge_ss,CMPSS
_mm_cmpnge_ps,CMPPS
_mm_comieq_ss,COMISS
_mm_comilt_ss,COMISS
_mm_comile_ss,COMISS
_mm_comigt_ss,COMISS
_mm_comige_ss,COMISS
_mm_comineq_ss,COMISS
_mm_ucomieq_ss,UCOMISS
_mm_ucomilt_ss,UCOMISS
_mm_ucomile_ss,UCOMISS
_mm_ucomigt_ss,UCOMISS
_mm_ucomige_ss,UCOMISS
_mm_ucomineq_ss,UCOMISS
_mm_cvtss_si32,CVTSS2SI
_mm_cvt_ss2si,CVTSS2SI
_mm_cvtss_si64,CVTSS2SI
_mm_cvtss_f32,MOVSS
_mm_cvtps_pi32,CVTPS2PI
_mm_cvt_ps2pi,CVTPS2PI
_mm_cvttss_si32,CVTTSS2SI
_mm_cvtt_ss2si,CVTTSS2SI
_mm_cvttss_si64,CVTTSS2SI
_mm_cvttps_pi32,CVTTPS2PI
_mm_cvtt_ps2pi,CVTTPS2PI
_mm_setzero_ps,XORPS
_mm_move_ss,MOVSS
_mm_shuffle_ps,SHUFPS
_mm_unpackhi_ps,UNPCKHPS
_mm_unpacklo_ps,UNPCKLPS
_mm_movehl_ps,MOVHLPS
_mm_movelh_ps,MOVLHPS
_mm_movemask_ps,MOVMSKPS
_mm_add_epi8,PADDB
_mm_add_epi16,PADDW
_mm_add_epi32,PADDD
_mm_add_si64,PADDQ
_mm_add_epi64,PADDQ
_mm_adds_epi8,PADDSB
_mm_adds_epi16,PADDSW
_mm_adds_epu8,PADDUSB
_mm_adds_epu16,PADDUSW
_mm_avg_epu8,PAVGB
_mm_avg_epu16,PAVGW
_mm_madd_epi16,PMADDWD
_mm_max_epi16,PMAXSW
_mm_max_epu8,PMAXUB
_mm_min_epi16,PMINSW
_mm_min_epu8,PMINUB
_mm_mulhi_epi16,PMULHW
_mm_mulhi_epu16,PMULHUW
_mm_mullo_epi16,PMULLW
_mm_mul_su32,PMULUDQ
_mm_mul_epu32,PMULUDQ
_mm_sad_epu8,PSADBW
_mm_sub_epi8,PSUBB
_mm_sub_epi16,PSUBW
_mm_sub_epi32,PSUBD
_mm_sub_si64,PSUBQ
_mm_sub_epi64,PSUBQ
_mm_subs_epi8,PSUBSB
_mm_subs_epi16,PSUBSW
_mm_subs_epu8,PSUBUSB
_mm_subs_epu16,PSUBUSW
_mm_slli_si128,PSLLDQ
_mm_bslli_si128,PSLLDQ
_mm_bsrli_si128,PSRLDQ
_mm_slli_epi16,PSLLW
_mm_sll_epi16,PSLLW
_mm_slli_epi32,PSLLD
_mm_sll_epi32,PSLLD
_mm_slli_epi64,PSLLQ
_mm_sll_epi64,PSLLQ
_mm_srai_epi16,PSRAW
_mm_sra_epi16,PSRAW
_mm_srai_epi32,PSRAD
_mm_sra_epi32,PSRAD
_mm_srli_si128,PSRLDQ
_mm_srli_epi16,PSRLW
_mm_srl_epi16,PSRLW
_mm_srli_epi32,PSRLD
_mm_srl_epi32,PSRLD
_mm_srli_epi64,PSRLQ
_mm_srl_epi64,PSRLQ
_mm_and_si128,PAND
_mm_andnot_si128,PANDN
_mm_or_si128,POR
_mm_xor_si128,PXOR
_mm_cmpeq_epi8,PCMPEQB
_mm_cmpeq_epi16,PCMPEQW
_mm_cmpeq_epi32,PCMPEQD
_mm_cmpgt_epi8,PCMPGTB
_mm_cmpgt_epi16,PCMPGTW
_mm_cmpgt_epi32,PCMPGTD
_mm_cmplt_epi8,PCMPGTB
_mm_cmplt_epi16,PCMPGTW
_mm_cmplt_epi32,PCMPGTD
_mm_cvtepi32_pd,CVTDQ2PD
_mm_cvtsi32_sd,CVTSI2SD
_mm_cvtsi64_sd,CVTSI2SD
_mm_cvtsi64x_sd,CVTSI2SD
_mm_cvtepi32_ps,CVTDQ2PS
_mm_cvtpi32_pd,CVTPI2PD
_mm_cvtsi32_si128,MOVD
_mm_cvtsi64_si128,MOVQ
_mm_cvtsi64x_si128,MOVQ
_mm_cvtsi128_si32,MOVD
_mm_cvtsi128_si64,MOVQ
_mm_cvtsi128_si64x,MOVQ
_mm_setzero_si128,PXOR
_mm_movepi64_pi64,MOVDQ2Q
_mm_movpi64_epi64,MOVQ2DQ
_mm_move_epi64,MOVQ
_mm_packs_epi16,PACKSSWB
_mm_packs_epi32,PACKSSDW
_mm_packus_epi16,PACKUSWB
_mm_extract_epi16,PEXTRW
_mm_insert_epi16,PINSRW
_mm_movemask_epi8,PMOVMSKB
_mm_shuffle_epi32,PSHUFD
_mm_shufflehi_epi16,PSHUFHW
_mm_shufflelo_epi16,PSHUFLW
_mm_unpackhi_epi8,PUNPCKHBW
_mm_unpackhi_epi16,PUNPCKHWD
_mm_unpackhi_epi32,PUNPCKHDQ
_mm_unpackhi_epi64,PUNPCKHQDQ
_mm_unpacklo_epi8,PUNPCKLBW
_mm_unpacklo_epi16,PUNPCKLWD
_mm_unpacklo_epi32,PUNPCKLDQ
_mm_unpacklo_epi64,PUNPCKLQDQ
_mm_add_sd,ADDSD
_mm_add_pd,ADDPD
_mm_div_sd,DIVSD
_mm_div_pd,DIVPD
_mm_max_sd,MAXSD
_mm_max_pd,MAXPD
_mm_min_sd,MINSD
_mm_min_pd,MINPD
_mm_mul_sd,MULSD
_mm_mul_pd,MULPD
_mm_sub_sd,SUBSD
_mm_sub_pd,SUBPD
_mm_and_pd,ANDPD
_mm_andnot_pd,ANDNPD
_mm_or_pd,ORPD
_mm_xor_pd,XORPD
_mm_cmpeq_sd,CMPSD
_mm_cmplt_sd,CMPSD
_mm_cmple_sd,CMPSD
_mm_cmpgt_sd,CMPSD
_mm_cmpge_sd,CMPSD
_mm_cmpneq_sd,CMPSD
_mm_cmpnlt_sd,CMPSD
_mm_cmpnle_sd,CMPSD
_mm_cmpngt_sd,CMPSD
_mm_cmpnge_sd,CMPSD
_mm_cmpeq_pd,CMPPD
_mm_cmplt_pd,CMPPD
_mm_cmple_pd,CMPPD
_mm_cmpgt_pd,CMPPD
_mm_cmpge_pd,CMPPD
_mm_cmpneq_pd,CMPPD
_mm_cmpnlt_pd,CMPPD
_mm_cmpnle_pd,CMPPD
_mm_cmpngt_pd,CMPPD
_mm_cmpnge_pd,CMPPD
_mm_comieq_sd,COMISD
_mm_comilt_sd,COMISD
_mm_comile_sd,COMISD
_mm_comigt_sd,COMISD
_mm_comige_sd,COMISD
_mm_comineq_sd,COMISD
_mm_ucomieq_sd,UCOMISD
_mm_ucomilt_sd,UCOMISD
_mm_ucomile_sd,UCOMISD
_mm_ucomigt_sd,UCOMISD
_mm_ucomige_sd,UCOMISD
_mm_ucomineq_sd,UCOMISD
_mm_cvtpd_ps,CVTPD2PS
_mm_cvtps_pd,CVTPS2PD
_mm_cvtpd_epi32,CVTPD2DQ
_mm_cvtsd_si32,CVTSD2SI
_mm_cvtsd_si64,CVTSD2SI
_mm_cvtsd_si64x,CVTSD2SI
_mm_cvtsd_ss,CVTSD2SS
_mm_cvtsd_f64,MOVSD
_mm_cvtss_sd,CVTSS2SD
_mm_cvttpd_epi32,CVTTPD2DQ
_mm_cvttsd_si32,CVTTSD2SI
_mm_cvttsd_si64,CVTTSD2SI
_mm_cvttsd_si64x,CVTTSD2SI
_mm_cvtps_epi32,CVTPS2DQ
_mm_cvttps_epi32,CVTTPS2DQ
_mm_cvtpd_pi32,CVTPD2PI
_mm_cvttpd_pi32,CVTTPD2PI
_mm_setzero_pd,XORPD
_mm_unpackhi_pd,UNPCKHPD
_mm_unpacklo_pd,UNPCKLPD
_mm_movemask_pd,MOVMSKPD
_mm_shuffle_pd,SHUFPD
_mm_move_sd,MOVSD
_mm_addsub_ps,ADDSUBPS
_mm_addsub_pd,ADDSUBPD
_mm_hadd_pd,HADDPD
_mm_hadd_ps,HADDPS
_mm_hsub_pd,HSUBPD
_mm_hsub_ps,HSUBPS
_mm_movedup_pd,MOVDDUP
_mm_movehdup_ps,MOVSHDUP
_mm_moveldup_ps,MOVSLDUP
_mm_blend_pd,BLENDPD
_mm_blend_ps,BLENDPS
_mm_blendv_pd,BLENDVPD
_mm_blendv_ps,BLENDVPS
_mm_blendv_epi8,PBLENDVB
_mm_blend_epi16,PBLENDW
_mm_dp_pd,DPPD
_mm_dp_ps,DPPS
_mm_extract_ps,EXTRACTPS
_mm_extract_epi8,PEXTRB
_mm_extract_epi32,PEXTRD
_mm_extract_epi64,PEXTRQ
_mm_insert_ps,INSERTPS
_mm_insert_epi8,PINSRB
_mm_insert_epi32,PINSRD
_mm_insert_epi64,PINSRQ
_mm_max_epi8,PMAXSB
_mm_max_epi32,PMAXSD
_mm_max_epu32,PMAXUD
_mm_max_epu16,PMAXUW
